record_id,date,site_id,cell_id,region,technology,availability_percent,latency_ms,throughput_mbps,call_drop_rate,handover_success_rate,traffic_volume_gb,active_users
KPI-002888,2024-03-03,SITE-0020,CELL-00781,West,4G,99.41,29.96,20.18,1.47,99.08,808.29,7785
KPI-001982,2024-03-03,SITE-0320,CELL-00414,North,3G,90.0,177.46,6.13,0.04,96.75,984.28,2692
KPI-004153,2024-03-03,SITE-0033,CELL-00144,West,4G,95.66,28.45,145.87,2.41,98.55,492.33,4368
KPI-000466,2024-03-03,SITE-0497,CELL-00868,North,5G,98.96,4.16,360.18,2.73,95.15,68.11,4282
KPI-004671,2024-03-03,SITE-0273,CELL-00342,West,4G,95.88,40.28,40.06,2.78,96.74,291.27,188
KPI-004208,2024-03-04,SITE-0200,CELL-00335,Central,4G,98.65,45.32,74.41,2.42,95.9,604.87,4511
KPI-003902,2024-03-04,SITE-0403,CELL-01460,North,5G,99.74,9.1,751.8,1.46,99.43,541.79,5069
KPI-001088,2024-03-04,SITE-0305,CELL-01950,South,5G,98.58,9.94,968.53,1.85,97.29,933.77,4482
KPI-004439,2024-03-04,SITE-0395,CELL-01407,North,5G,98.69,4.03,915.56,2.47,95.68,134.65,2471
KPI-001336,2024-03-04,SITE-0417,CELL-01073,South,5G,99.38,3.63,357.43,1.77,96.24,617.58,2451
KPI-002606,2024-03-04,SITE-0452,CELL-01265,East,4G,96.95,35.63,85.2,1.45,96.88,333.01,3053
KPI-004611,2024-03-04,SITE-0031,CELL-00468,North,5G,99.03,8.75,739.63,1.52,97.88,156.27,5945
KPI-003466,2024-03-04,SITE-0015,CELL-00633,East,3G,95.02,103.75,14.54,0.69,98.94,985.55,5383
KPI-004752,2024-03-04,SITE-0013,CELL-01884,South,3G,91.04,182.94,17.88,2.45,97.25,334.62,9352
KPI-001789,2024-03-04,SITE-0245,CELL-01426,South,3G,91.48,157.34,1.67,1.21,98.01,856.14,7318
KPI-002311,2024-03-04,SITE-0198,CELL-01418,South,4G,98.85,23.2,32.39,1.23,99.11,36.34,2419
KPI-004912,2024-03-04,SITE-0206,CELL-00404,West,5G,98.43,5.21,272.42,0.29,96.29,244.13,6479
KPI-003548,2024-03-04,SITE-0101,CELL-01110,North,5G,98.76,5.86,559.41,1.22,99.12,309.8,9044
KPI-003165,2024-03-04,SITE-0052,CELL-01577,West,5G,99.05,6.99,264.57,1.69,96.67,262.93,912
KPI-000436,2024-03-04,SITE-0425,CELL-01778,Central,4G,97.7,21.67,49.33,0.76,97.81,896.3,3549
KPI-004706,2024-03-04,SITE-0363,CELL-01666,Central,5G,99.85,7.12,621.23,0.44,95.84,968.78,6375
KPI-004992,2024-03-04,SITE-0251,CELL-00123,South,4G,95.89,30.02,73.91,1.18,95.09,165.84,3407
KPI-002904,2024-03-04,SITE-0001,CELL-00190,East,5G,99.71,1.93,447.79,2.54,96.3,663.31,7972
KPI-004510,2024-03-04,SITE-0031,CELL-00559,East,5G,98.5,9.71,163.59,2.02,98.39,116.96,1117
KPI-002994,2024-03-05,SITE-0022,CELL-01185,South,4G,99.37,42.29,144.45,0.57,95.19,62.94,1625
KPI-001751,2024-03-05,SITE-0480,CELL-01365,Central,5G,97.73,1.34,527.1,1.8,98.66,794.09,216
KPI-001537,2024-03-05,SITE-0335,CELL-01933,West,5G,99.32,9.12,393.15,1.14,97.1,860.83,8051
KPI-001080,2024-03-05,SITE-0110,CELL-01591,South,3G,91.79,150.89,12.81,1.57,98.81,346.6,6344
KPI-002862,2024-03-05,SITE-0401,CELL-01266,Central,5G,97.21,9.9,628.73,0.28,97.24,357.82,6122
KPI-000884,2024-03-05,SITE-0195,CELL-00510,South,4G,97.56,45.31,66.64,0.15,98.23,111.69,519
KPI-003752,2024-03-05,SITE-0296,CELL-00144,North,4G,95.02,40.43,69.06,2.21,95.93,890.1,7031
KPI-003240,2024-03-06,SITE-0240,CELL-00204,North,3G,94.46,152.31,2.92,2.78,95.39,199.82,4348
KPI-003532,2024-03-06,SITE-0232,CELL-01813,West,5G,97.37,4.2,775.41,2.88,96.23,461.22,7684
KPI-000614,2024-03-06,SITE-0200,CELL-00779,East,3G,90.77,186.02,19.11,1.46,98.14,760.78,3530
KPI-004150,2024-03-06,SITE-0009,CELL-01282,East,3G,94.11,161.93,11.42,2.3,98.21,146.46,7164
KPI-000818,2024-03-06,SITE-0056,CELL-01866,West,5G,99.34,4.87,287.6,0.11,96.05,88.96,2152
KPI-001208,2024-03-06,SITE-0298,CELL-00581,South,3G,95.43,126.27,7.38,2.69,95.34,162.59,6030
KPI-002298,2024-03-06,SITE-0316,CELL-01220,Central,4G,97.22,28.63,141.05,2.37,96.17,849.15,4527
KPI-002277,2024-03-06,SITE-0018,CELL-00602,Central,3G,97.13,87.19,8.85,1.81,98.31,524.8,7370
KPI-001793,2024-03-06,SITE-0015,CELL-00564,East,3G,94.93,122.32,19.49,1.3,95.1,183.9,3460
KPI-000454,2024-03-06,SITE-0073,CELL-01398,Central,4G,96.73,43.96,51.11,2.16,95.98,10.15,5782
KPI-004528,2024-03-06,SITE-0171,CELL-01371,East,4G,98.12,21.07,79.65,2.86,95.17,872.63,5403
KPI-003336,2024-03-06,SITE-0067,CELL-01431,South,4G,99.02,45.15,71.17,1.24,99.0,432.17,2746
KPI-003567,2024-03-06,SITE-0151,CELL-01299,East,3G,90.85,116.93,7.71,0.7,99.43,284.8,2639
KPI-004692,2024-03-06,SITE-0127,CELL-01775,North,3G,91.38,143.38,5.7,2.94,97.79,147.11,5214
KPI-004745,2024-03-06,SITE-0375,CELL-01337,South,4G,95.85,44.15,111.34,0.54,98.22,547.83,1578
KPI-000777,2024-03-06,SITE-0136,CELL-01919,North,3G,97.25,108.06,3.49,0.71,97.87,658.05,5508
KPI-004457,2024-03-06,SITE-0280,CELL-00127,East,4G,98.11,46.57,28.8,2.5,98.73,784.13,1136
KPI-001736,2024-03-07,SITE-0142,CELL-00989,South,3G,91.55,133.92,2.84,1.58,97.58,530.21,4447
KPI-004241,2024-03-07,SITE-0278,CELL-00806,West,4G,97.45,26.96,59.72,0.66,96.42,539.85,1943
KPI-001473,2024-03-07,SITE-0106,CELL-01221,Central,3G,92.84,86.65,6.3,1.34,95.62,150.38,1242
KPI-003758,2024-03-07,SITE-0213,CELL-00253,West,4G,98.14,39.86,100.81,1.46,98.04,281.55,8232
KPI-002297,2024-03-07,SITE-0374,CELL-01282,Central,5G,98.77,3.72,791.26,2.53,98.31,372.99,8801
KPI-004610,2024-03-07,SITE-0112,CELL-01595,East,4G,95.66,35.01,62.61,2.73,95.82,241.03,1591
KPI-002362,2024-03-07,SITE-0457,CELL-01994,West,3G,96.79,130.17,14.32,1.02,96.57,37.84,220
KPI-002474,2024-03-07,SITE-0434,CELL-00283,Central,3G,97.13,165.58,14.63,0.75,95.52,921.29,7722
KPI-003143,2024-03-07,SITE-0106,CELL-00783,Central,3G,91.86,169.27,5.2,1.78,95.0,759.25,7479
KPI-000212,2024-03-07,SITE-0334,CELL-00242,West,5G,97.17,8.02,130.91,2.68,99.42,336.95,251
KPI-003578,2024-03-07,SITE-0387,CELL-01863,West,3G,92.08,186.7,12.37,2.59,96.25,742.45,8993
KPI-000083,2024-03-07,SITE-0480,CELL-00501,Central,4G,98.92,35.95,53.96,2.06,96.73,96.79,8487
KPI-004814,2024-03-07,SITE-0056,CELL-00386,Central,5G,98.88,5.02,135.63,0.42,98.35,547.26,9362
KPI-001328,2024-03-07,SITE-0438,CELL-01322,South,4G,97.72,20.57,122.81,0.1,97.63,150.48,7448
KPI-001678,2024-03-07,SITE-0342,CELL-00437,Central,3G,94.01,141.73,10.04,2.44,95.43,358.86,3573
KPI-000179,2024-03-07,SITE-0079,CELL-01270,East,3G,90.17,174.46,12.71,0.86,96.8,963.83,3321
KPI-003086,2024-03-08,SITE-0279,CELL-00248,North,5G,98.64,7.69,762.23,2.96,97.71,227.01,9021
KPI-000872,2024-03-08,SITE-0033,CELL-01359,East,4G,95.86,40.56,81.46,2.51,98.2,418.73,1023
KPI-003800,2024-03-08,SITE-0302,CELL-01974,South,5G,98.76,2.0,435.05,1.78,99.47,341.86,2511
KPI-004151,2024-03-08,SITE-0348,CELL-01463,East,4G,97.39,46.69,32.84,2.92,95.15,321.01,4206
KPI-002920,2024-03-08,SITE-0062,CELL-01880,North,3G,95.17,110.13,9.18,0.14,98.15,391.56,8011
KPI-000873,2024-03-08,SITE-0110,CELL-00697,Central,5G,99.89,8.28,727.29,2.33,96.19,709.47,8717
KPI-002400,2024-03-08,SITE-0330,CELL-00730,East,4G,95.61,42.67,35.14,1.1,99.67,205.45,1151
KPI-002343,2024-03-08,SITE-0357,CELL-00466,South,5G,97.3,8.14,403.03,2.3,95.34,719.72,9579
KPI-000510,2024-03-08,SITE-0467,CELL-01667,Central,5G,99.44,4.53,372.59,1.3,99.08,717.08,4546
KPI-001297,2024-03-08,SITE-0279,CELL-01947,West,3G,96.38,181.72,9.44,1.2,98.74,247.86,3649
KPI-002585,2024-03-09,SITE-0208,CELL-00286,Central,3G,97.18,192.57,17.06,1.59,95.77,851.08,8273
KPI-001106,2024-03-09,SITE-0215,CELL-00782,North,4G,96.96,32.86,132.85,0.58,96.45,78.86,4381
KPI-003082,2024-03-09,SITE-0293,CELL-00591,Central,3G,91.03,198.8,16.43,2.46,95.54,794.97,8179
KPI-001621,2024-03-09,SITE-0162,CELL-00653,East,5G,99.54,8.38,690.23,0.42,96.72,798.14,4301
KPI-003340,2024-03-09,SITE-0098,CELL-01240,North,4G,96.51,27.14,27.81,0.33,99.46,552.43,3593
KPI-002671,2024-03-09,SITE-0236,CELL-00714,Central,3G,90.92,112.8,12.33,2.77,99.01,985.99,5134
KPI-004301,2024-03-09,SITE-0138,CELL-01842,South,5G,98.74,6.58,712.79,0.68,97.14,341.43,824
KPI-000579,2024-03-09,SITE-0201,CELL-01151,Central,3G,93.99,114.49,14.75,2.14,95.44,325.44,5848
KPI-001118,2024-03-09,SITE-0408,CELL-00703,Central,5G,98.12,2.57,520.59,2.08,97.48,829.75,7971
KPI-001834,2024-03-09,SITE-0456,CELL-01028,South,5G,98.15,9.0,892.06,2.51,96.11,588.69,4926
KPI-001858,2024-03-09,SITE-0365,CELL-00191,Central,4G,95.86,46.22,31.42,2.56,97.68,83.69,2659
KPI-002594,2024-03-09,SITE-0387,CELL-00255,North,4G,99.23,36.05,20.52,1.11,95.95,586.14,3162
KPI-004550,2024-03-09,SITE-0211,CELL-00563,East,5G,98.11,8.54,909.57,0.99,96.83,667.28,9334
KPI-000890,2024-03-09,SITE-0026,CELL-01059,West,5G,97.6,5.34,461.03,2.41,99.03,398.4,4884
KPI-001788,2024-03-09,SITE-0218,CELL-01139,West,3G,93.19,117.72,11.99,1.18,96.72,10.2,3604
KPI-003845,2024-03-09,SITE-0363,CELL-00240,South,4G,95.63,25.95,92.09,0.23,97.61,819.14,3699
KPI-003196,2024-03-09,SITE-0197,CELL-00469,North,3G,90.08,92.64,11.98,2.24,99.44,571.36,3567
KPI-002666,2024-03-09,SITE-0372,CELL-00290,South,3G,94.35,193.99,13.38,0.34,97.28,714.22,1327
KPI-002352,2024-03-10,SITE-0021,CELL-01818,Central,3G,96.36,124.02,16.05,1.67,97.46,651.82,5911
KPI-001923,2024-03-10,SITE-0049,CELL-01570,North,3G,93.83,95.99,16.69,1.71,98.52,930.24,9321
KPI-001620,2024-03-10,SITE-0254,CELL-00997,South,3G,95.2,139.79,13.32,2.64,95.52,402.64,5292
KPI-004166,2024-03-10,SITE-0254,CELL-00831,North,4G,99.46,28.91,54.27,0.11,97.34,221.46,2441
KPI-000647,2024-03-10,SITE-0267,CELL-01578,Central,3G,90.3,155.44,6.67,2.22,98.1,216.35,440
KPI-003509,2024-03-10,SITE-0197,CELL-01419,West,3G,90.66,112.52,2.09,1.51,96.31,274.94,6634
KPI-004470,2024-03-10,SITE-0130,CELL-01224,West,5G,99.0,9.55,403.59,0.99,97.28,304.49,5930
KPI-004570,2024-03-10,SITE-0032,CELL-01624,South,5G,99.54,1.4,449.01,1.61,96.13,198.96,2699
KPI-002010,2024-03-10,SITE-0155,CELL-01861,North,5G,97.73,6.28,292.69,0.61,98.16,941.55,871
KPI-002429,2024-03-10,SITE-0070,CELL-01867,East,3G,91.7,132.24,11.16,0.31,97.05,615.57,1852
KPI-000643,2024-03-10,SITE-0474,CELL-01502,East,4G,96.01,22.36,120.67,0.04,98.69,921.29,4771
KPI-002614,2024-03-10,SITE-0270,CELL-00862,East,3G,93.18,161.6,15.18,2.96,99.74,910.16,5522
KPI-002210,2024-03-10,SITE-0110,CELL-00850,East,4G,95.48,35.07,71.04,0.8,96.45,27.51,524
KPI-002966,2024-03-10,SITE-0441,CELL-00216,South,4G,95.21,41.41,72.88,0.95,98.79,671.55,1977
KPI-001558,2024-03-11,SITE-0263,CELL-00771,Central,5G,98.38,9.05,675.55,2.91,97.25,570.85,2889
KPI-002334,2024-03-11,SITE-0261,CELL-00722,North,3G,96.79,174.55,4.67,0.82,98.06,795.92,7947
KPI-001916,2024-03-11,SITE-0079,CELL-00491,East,4G,97.91,32.97,128.98,0.6,98.1,555.41,3405
KPI-000346,2024-03-11,SITE-0270,CELL-01287,North,4G,98.98,36.22,38.91,2.82,96.73,607.2,7184
KPI-001148,2024-03-11,SITE-0347,CELL-01097,North,5G,98.97,7.0,701.88,2.62,97.09,581.06,4458
KPI-002420,2024-03-11,SITE-0243,CELL-00575,South,5G,97.53,3.69,970.6,2.55,99.61,573.01,6249
KPI-001643,2024-03-11,SITE-0364,CELL-00469,West,3G,90.81,167.16,8.66,0.37,99.17,957.02,7173
KPI-004062,2024-03-11,SITE-0231,CELL-01135,East,3G,96.72,96.46,11.9,0.45,99.25,808.6,6972
KPI-003150,2024-03-11,SITE-0361,CELL-00720,West,4G,97.76,45.85,45.7,1.28,98.24,159.86,4213
KPI-001833,2024-03-11,SITE-0306,CELL-01365,East,3G,95.71,125.15,16.4,0.7,96.02,131.26,6935
KPI-004352,2024-03-11,SITE-0450,CELL-00303,West,4G,96.59,32.04,120.22,1.69,96.8,998.08,3380
KPI-001270,2024-03-11,SITE-0186,CELL-01200,East,4G,97.1,47.85,66.61,2.13,95.33,405.86,5396
KPI-000403,2024-03-11,SITE-0404,CELL-01435,East,5G,99.96,9.3,201.77,1.58,98.42,24.86,4368
KPI-001588,2024-03-11,SITE-0089,CELL-01974,South,3G,95.24,87.82,3.39,2.23,98.37,924.53,1511
KPI-004883,2024-03-12,SITE-0324,CELL-00923,West,3G,90.41,189.34,1.92,1.24,95.95,387.08,7386
KPI-000006,2024-03-12,SITE-0423,CELL-00667,West,4G,98.9,47.95,125.61,2.95,98.7,883.42,7391
KPI-001682,2024-03-12,SITE-0138,CELL-01586,North,5G,98.45,3.57,212.15,0.08,98.6,696.11,4614
KPI-000684,2024-03-12,SITE-0316,CELL-01131,North,4G,95.4,44.61,108.78,2.01,97.22,254.76,4513
KPI-002864,2024-03-12,SITE-0180,CELL-01043,North,5G,99.72,5.73,391.43,0.54,97.47,777.63,2378
KPI-000222,2024-03-12,SITE-0469,CELL-01350,Central,5G,98.56,5.48,392.5,0.76,95.7,426.1,1792
KPI-004450,2024-03-12,SITE-0310,CELL-00193,West,5G,97.54,1.2,708.44,2.59,95.96,722.7,6978
KPI-003164,2024-03-12,SITE-0052,CELL-00054,South,3G,97.82,104.89,19.18,2.45,97.72,571.05,2906
KPI-000546,2024-03-12,SITE-0193,CELL-00024,Central,4G,98.3,42.15,77.2,1.12,99.43,265.64,7311
KPI-002196,2024-03-12,SITE-0134,CELL-00976,North,5G,99.77,6.19,467.77,0.94,97.77,116.45,1736
KPI-000724,2024-03-13,SITE-0456,CELL-01729,East,3G,95.44,175.03,7.25,1.77,97.11,369.79,9637
KPI-003238,2024-03-13,SITE-0029,CELL-00971,West,5G,97.08,2.89,531.25,0.49,95.81,91.06,7876
KPI-004564,2024-03-13,SITE-0469,CELL-01408,Central,5G,97.58,7.02,751.51,1.3,97.88,973.45,7919
KPI-003283,2024-03-13,SITE-0072,CELL-00755,North,4G,98.86,30.88,46.55,1.75,97.57,570.42,4595
KPI-004871,2024-03-13,SITE-0105,CELL-00289,West,5G,99.92,9.68,707.54,0.04,97.04,463.86,9138
KPI-002056,2024-03-13,SITE-0258,CELL-01050,West,3G,96.82,149.02,5.77,0.62,95.64,394.52,5984
KPI-002955,2024-03-13,SITE-0013,CELL-00611,Central,4G,95.39,45.36,82.07,2.71,95.8,791.85,7466
KPI-002887,2024-03-13,SITE-0403,CELL-00064,South,5G,98.65,9.25,594.61,1.87,98.32,215.83,444
KPI-001049,2024-03-13,SITE-0218,CELL-01924,East,4G,95.34,37.51,141.26,0.82,97.97,151.34,8264
KPI-000915,2024-03-14,SITE-0118,CELL-00302,South,5G,98.11,7.52,758.59,1.49,95.21,703.17,7013
KPI-004535,2024-03-14,SITE-0425,CELL-00876,North,4G,97.83,42.15,133.88,0.7,95.56,969.09,856
KPI-001522,2024-03-14,SITE-0236,CELL-00453,West,3G,93.44,163.23,12.06,1.99,97.63,243.94,5321
KPI-004873,2024-03-14,SITE-0151,CELL-00128,West,3G,96.92,167.0,6.22,1.87,98.37,144.33,855
KPI-001459,2024-03-14,SITE-0436,CELL-00123,South,5G,97.55,6.89,207.42,0.3,99.24,465.41,9802
KPI-004829,2024-03-14,SITE-0380,CELL-00376,South,4G,95.4,48.19,94.95,0.48,96.6,244.13,7821
KPI-002502,2024-03-14,SITE-0284,CELL-00168,East,4G,96.68,20.74,67.88,0.92,98.01,637.83,942
KPI-003420,2024-03-14,SITE-0478,CELL-01722,East,4G,97.45,39.71,118.47,2.38,98.35,188.48,9270
KPI-004274,2024-03-14,SITE-0230,CELL-01498,South,3G,94.83,80.23,4.26,2.64,97.8,459.74,1156
KPI-004741,2024-03-14,SITE-0183,CELL-00667,North,5G,97.97,1.91,450.78,0.29,95.79,413.67,6162
KPI-000990,2024-03-14,SITE-0179,CELL-01606,Central,3G,94.82,161.71,17.65,0.26,95.97,486.38,2945
KPI-000513,2024-03-15,SITE-0113,CELL-00163,East,5G,99.67,4.36,276.13,1.05,98.26,242.11,7768
KPI-000867,2024-03-15,SITE-0467,CELL-00204,Central,3G,95.96,184.18,12.46,2.84,99.62,376.48,7040
KPI-002444,2024-03-15,SITE-0112,CELL-01868,North,5G,97.04,1.63,597.59,0.55,99.84,859.8,3400
KPI-003695,2024-03-15,SITE-0418,CELL-01191,West,4G,98.57,44.93,55.61,1.09,97.63,680.09,3399
KPI-001209,2024-03-15,SITE-0453,CELL-00215,North,5G,99.28,4.28,764.72,2.44,95.77,715.38,5628
KPI-002722,2024-03-15,SITE-0050,CELL-01856,Central,5G,98.15,9.93,901.74,2.97,97.02,635.88,8147
KPI-003057,2024-03-15,SITE-0045,CELL-00838,North,5G,99.67,9.41,370.71,2.06,97.5,909.95,7833
KPI-004789,2024-03-15,SITE-0060,CELL-01464,South,4G,96.69,34.0,65.59,0.48,97.21,430.0,2114
KPI-000969,2024-03-15,SITE-0454,CELL-00411,Central,5G,97.72,6.48,582.22,2.77,99.76,192.25,626
KPI-004099,2024-03-16,SITE-0218,CELL-01047,Central,4G,97.86,24.7,129.66,0.08,99.85,638.64,2110
KPI-001867,2024-03-16,SITE-0028,CELL-01882,West,3G,95.16,119.91,11.15,1.45,99.77,953.12,7852
KPI-002962,2024-03-16,SITE-0099,CELL-00203,North,4G,97.23,28.43,61.91,2.19,96.79,706.12,9341
KPI-003990,2024-03-16,SITE-0175,CELL-00664,South,5G,97.79,6.59,333.57,0.48,95.75,88.48,4384
KPI-000934,2024-03-16,SITE-0455,CELL-00779,South,5G,97.67,6.19,779.85,2.47,96.95,952.66,2813
KPI-003200,2024-03-16,SITE-0305,CELL-00279,North,4G,98.73,44.32,36.86,2.8,96.94,212.15,8565
KPI-000248,2024-03-16,SITE-0408,CELL-01813,Central,4G,98.27,29.74,102.66,0.72,96.62,663.61,5535
KPI-004562,2024-03-16,SITE-0220,CELL-01846,South,4G,96.56,20.76,105.66,2.13,97.83,452.84,7048
KPI-000334,2024-03-16,SITE-0016,CELL-00513,South,4G,97.52,25.64,56.44,2.93,97.97,506.18,5206
KPI-000314,2024-03-16,SITE-0164,CELL-01400,South,4G,95.3,39.12,99.23,2.86,99.45,70.66,2225
KPI-000277,2024-03-16,SITE-0240,CELL-01104,North,5G,97.1,4.35,673.61,2.23,95.78,187.13,6154
KPI-000779,2024-03-16,SITE-0447,CELL-01879,East,5G,99.68,2.38,418.7,2.1,98.66,679.77,9206
KPI-000202,2024-03-16,SITE-0319,CELL-00375,East,4G,95.24,42.94,116.94,0.5,97.08,543.07,6620
KPI-003443,2024-03-16,SITE-0144,CELL-01606,South,5G,98.0,3.28,429.15,0.68,95.52,122.66,986
KPI-001134,2024-03-16,SITE-0210,CELL-01854,South,5G,97.73,1.18,969.04,0.05,97.25,446.51,5021
KPI-001645,2024-03-16,SITE-0123,CELL-00324,Central,3G,96.34,153.57,7.0,0.85,98.33,236.75,9921
KPI-001050,2024-03-16,SITE-0115,CELL-00603,West,3G,96.46,155.93,16.38,1.26,96.14,912.62,1469
KPI-002727,2024-03-16,SITE-0174,CELL-01922,North,3G,95.16,194.95,18.54,0.94,95.37,690.72,7848
KPI-001611,2024-03-17,SITE-0172,CELL-00651,Central,4G,95.93,48.31,43.23,0.06,99.69,909.27,888
KPI-000704,2024-03-17,SITE-0178,CELL-00500,West,3G,90.48,102.63,13.55,1.23,96.42,506.67,5442
KPI-001094,2024-03-17,SITE-0200,CELL-00065,East,3G,92.4,95.4,11.35,0.94,95.12,987.7,1491
KPI-002021,2024-03-17,SITE-0254,CELL-01827,West,3G,94.7,110.65,1.66,1.27,95.39,540.29,3132
KPI-003258,2024-03-17,SITE-0244,CELL-00809,West,4G,96.49,38.62,62.03,1.16,97.06,807.56,2973
KPI-001900,2024-03-17,SITE-0221,CELL-00301,North,3G,95.23,130.52,13.87,0.39,96.84,944.76,6800
KPI-003316,2024-03-17,SITE-0420,CELL-00387,Central,5G,99.74,6.88,126.63,1.98,97.49,802.88,3235
KPI-000784,2024-03-17,SITE-0058,CELL-00525,East,3G,91.67,197.6,12.52,0.07,95.62,21.43,9867
KPI-003441,2024-03-17,SITE-0415,CELL-01531,East,5G,98.51,9.06,167.7,2.91,98.77,26.92,3645
KPI-003265,2024-03-17,SITE-0364,CELL-00303,Central,3G,93.88,102.61,9.1,1.86,98.85,420.08,9600
KPI-000536,2024-03-17,SITE-0497,CELL-01445,South,3G,92.82,189.23,14.2,0.8,97.77,314.74,3292
KPI-002978,2024-03-17,SITE-0447,CELL-00897,South,3G,95.21,198.65,12.47,1.52,96.43,596.74,2419
KPI-002712,2024-03-17,SITE-0029,CELL-01527,South,5G,98.3,4.22,982.64,2.77,96.45,925.67,8376
KPI-003625,2024-03-17,SITE-0203,CELL-01841,North,3G,91.14,117.13,6.54,1.88,95.48,338.08,6539
KPI-004543,2024-03-17,SITE-0287,CELL-00191,East,5G,99.57,4.05,809.52,2.11,99.38,403.78,6381
KPI-001514,2024-03-17,SITE-0153,CELL-00356,East,5G,98.72,7.41,315.55,1.14,98.27,578.69,4441
KPI-001166,2024-03-18,SITE-0062,CELL-00263,South,4G,97.42,33.8,64.91,0.44,95.01,892.37,7073
KPI-001953,2024-03-18,SITE-0359,CELL-00783,West,5G,99.9,2.94,614.5,0.75,96.48,639.77,1858
KPI-000607,2024-03-18,SITE-0136,CELL-01158,South,3G,95.85,130.68,18.24,0.55,98.46,583.04,1471
KPI-000456,2024-03-18,SITE-0354,CELL-00418,North,5G,98.47,2.09,370.83,1.1,98.74,787.94,4485
KPI-000300,2024-03-18,SITE-0400,CELL-00161,North,4G,95.9,35.5,105.71,0.43,97.89,174.11,9621
KPI-001987,2024-03-18,SITE-0389,CELL-00038,West,5G,99.91,5.09,489.55,2.25,95.09,933.04,7857
KPI-001792,2024-03-18,SITE-0155,CELL-01448,Central,3G,92.09,138.51,4.82,1.25,98.68,115.47,9935
KPI-001662,2024-03-18,SITE-0314,CELL-01141,North,3G,96.11,180.74,2.48,1.23,98.17,936.73,7772
KPI-001633,2024-03-18,SITE-0365,CELL-00741,Central,4G,97.6,45.49,100.7,0.62,98.3,339.83,2289
KPI-003555,2024-03-18,SITE-0303,CELL-01889,West,4G,97.92,32.15,45.8,2.67,97.57,64.82,3152
KPI-000987,2024-03-18,SITE-0015,CELL-00222,West,5G,98.94,3.25,425.24,1.82,97.07,307.02,1560
KPI-000953,2024-03-18,SITE-0023,CELL-00768,Central,3G,97.03,180.89,16.21,0.35,98.17,289.51,7020
KPI-004420,2024-03-18,SITE-0445,CELL-01956,Central,4G,98.66,44.52,52.31,1.01,96.63,288.91,1630
KPI-001828,2024-03-19,SITE-0490,CELL-01808,Central,5G,98.54,2.04,185.43,2.5,97.21,700.22,3442
KPI-002239,2024-03-19,SITE-0018,CELL-00898,North,4G,95.11,44.52,136.03,1.08,97.55,997.23,7770
KPI-004334,2024-03-19,SITE-0061,CELL-01553,West,4G,98.76,46.92,21.76,2.54,95.41,107.95,9991
KPI-003853,2024-03-19,SITE-0469,CELL-01245,Central,5G,99.47,3.43,856.07,1.89,96.34,684.29,7234
KPI-004678,2024-03-19,SITE-0130,CELL-01552,South,3G,96.17,176.98,8.26,1.24,95.82,319.14,6548
KPI-003626,2024-03-19,SITE-0255,CELL-00578,South,3G,93.29,110.98,7.73,2.8,99.79,175.89,8173
KPI-003227,2024-03-19,SITE-0488,CELL-01887,East,4G,98.56,33.6,90.67,1.61,99.29,490.03,3987
KPI-004096,2024-03-19,SITE-0057,CELL-01186,Central,5G,99.63,3.66,471.8,2.15,97.68,669.89,4803
KPI-001618,2024-03-19,SITE-0337,CELL-01028,East,5G,99.32,1.25,107.53,1.81,96.17,409.95,5451
KPI-003958,2024-03-20,SITE-0450,CELL-01878,North,5G,98.87,6.1,146.59,0.51,95.93,437.01,3217
KPI-003858,2024-03-20,SITE-0120,CELL-00522,South,3G,90.46,165.69,6.3,1.07,95.31,657.28,292
KPI-002982,2024-03-20,SITE-0203,CELL-01502,South,4G,96.06,47.25,124.93,1.95,95.41,858.83,1534
KPI-002916,2024-03-20,SITE-0149,CELL-00567,Central,5G,99.58,2.23,405.9,2.89,95.46,300.44,4873
KPI-003592,2024-03-20,SITE-0364,CELL-01373,North,3G,97.7,181.03,9.67,1.24,99.34,314.44,7641
KPI-002790,2024-03-20,SITE-0460,CELL-01808,Central,4G,95.64,26.36,62.93,0.11,96.49,411.15,6177
KPI-004049,2024-03-20,SITE-0046,CELL-00784,North,5G,97.83,7.8,355.15,2.85,98.27,550.78,8515
KPI-002233,2024-03-20,SITE-0413,CELL-00907,West,5G,97.59,7.42,307.24,1.84,98.26,447.39,4292
KPI-002399,2024-03-20,SITE-0426,CELL-01288,North,4G,99.14,28.46,50.87,1.47,97.81,563.18,196
KPI-003857,2024-03-21,SITE-0061,CELL-00276,West,3G,93.5,143.47,2.34,1.21,97.67,211.77,8965
KPI-003939,2024-03-21,SITE-0270,CELL-00039,South,4G,97.21,41.61,57.35,0.8,98.01,276.88,7270
KPI-002313,2024-03-21,SITE-0292,CELL-01819,Central,3G,92.73,174.14,17.67,0.92,99.9,810.89,8448
KPI-001990,2024-03-21,SITE-0165,CELL-00149,West,3G,96.5,172.05,3.68,1.41,97.52,466.38,1984
KPI-004191,2024-03-21,SITE-0408,CELL-00413,Central,4G,99.44,40.03,92.4,2.8,99.29,278.71,1762
KPI-001613,2024-03-21,SITE-0436,CELL-01525,Central,3G,92.47,134.8,1.49,2.21,97.68,777.13,9792
KPI-001096,2024-03-21,SITE-0018,CELL-00657,North,4G,95.3,38.95,124.33,2.78,96.58,720.32,3339
